latitude,longitude,flood_height,elevation,precipitation
14.553699,121.023094,2,17.14247322,7
14.602594,120.968575,2,13.05531406,8
14.50996,121.038483,2,25.63409233,7
14.621811,121.013779,2,10.78000164,8
14.665512,121.079872,2,74.7150116,12
14.669114,121.06913,2,62.46012115,12
14.67338,121.061699,2,55.14506149,11
14.665419,121.079918,2,74.7150116,12
14.673463,121.06163,2,56.04774475,11
14.384449,121.051331,2,7.160135269,11
14.390809,121.051781,2,4.226380348,11
14.391017,121.05172,2,4.226380348,11
14.39615,121.04509,2,16.48077965,10
14.395049,121.045006,2,15.75797844,10
14.406485,121.046753,2,10.34284878,10
14.406059,121.046814,2,10.34284878,10
14.63281087,121.0567061,3,45.28052521,9
14.69423373,121.0438997,3,57.37557602,11
14.65316602,121.0523604,3,50.61065674,9
14.60448455,121.1053666,3,11.6573019,12
14.55853416,121.0422729,3,19.00971031,8
14.55556422,121.0420154,3,20.61024094,8
14.55689343,121.0411786,3,19.23730469,8
14.55586537,121.0411035,3,19.49484253,8
14.5563119,121.0407387,3,19.23730469,8
14.55881454,121.0415648,3,19.00971031,8
14.55884569,121.04017,3,19.42672539,8
14.63823121,121.1325798,3,48.56585312,16
14.56686502,121.0989199,3,5.408929348,11
14.55820186,121.0408138,3,19.33556175,8
14.55674804,121.0407494,3,19.23730469,8
14.62327609,121.1145303,3,13.32336712,14
14.64076528,121.071159,3,54.99875641,10
14.60160407,121.1228452,3,14.102952,14
14.665548,121.045967,3,45.58530426,9
14.617305,121.041695,3,34.8786087,9
14.597216,121.039185,3,23.64037132,8
14.534486,121.016167,3,9.45737648,7
14.539097,121.015717,3,10.57481289,7
14.613651,121.023849,3,14.22672844,8
14.57065,121.014793,3,8.220898628,7
14.571611,121.01432,3,7.911450386,7
14.572068,121.013832,3,8.072649002,7
14.55239,121.099525,3,6.333878517,11
14.355784,121.065559,3,6.787098408,12
14.349943,121.068497,3,8.590477943,13
14.350712,121.068199,3,8.211164474,13
14.666493,121.038048,3,40.50823593,9
14.575879,121.000221,3,7.06804657,8
14.553979,120.997131,3,9.310301781,7
14.671247,121.05587,3,49.55818558,10
14.573283,121.04393,3,25.25764656,8
14.640891,121.074059,3,58.67768478,10
14.41074,121.006165,3,43.60895157,8
14.789655,120.942825,3,9.416072845,12
14.568725,121.031708,3,9.33285141,8
14.591558,120.978699,3,10.05172253,8
14.548029,121.038956,3,29.30231476,8
14.560285,121.043465,3,19.64832687,8
14.56832,121.019272,3,9.878499985,8
14.542462,121.082916,3,6.179468632,10
14.473245,120.984192,3,9.044299126,6
14.582545,121.092896,3,7.744847775,11
14.593717,121.050453,3,35.76765442,9
14.562982,121.141777,3,21.22628212,0
14.61985,121.097992,3,14.42900658,12
14.619454,121.097969,3,14.42900658,12
14.654821,121.065636,3,66.33850861,10
14.60466,120.978386,3,13.85179329,8
14.61199,120.966164,3,7.486672401,8
14.621956,121.087013,3,11.80516338,11
14.666581,121.104134,3,15.84817791,14
14.660063,121.047577,3,48.60609818,9
14.660405,121.044502,3,46.58438492,9
14.659134,121.04631,3,47.78329468,9
14.56265,121.024361,3,26.71975517,7
14.59392,121.018372,3,10.32829285,8
14.699507,121.056007,3,56.1710434,12
14.597019,121.031807,3,12.63677216,8
14.641846,121.109375,3,15.05720997,14
14.642033,121.110619,3,15.97343063,14
14.627406,121.079666,3,14.20392418,11
14.697649,121.067642,3,60.45877075,13
14.699242,121.06414,3,59.51705933,12
14.636173,121.127266,3,30.24721527,16
14.541195,121.018356,3,12.95113468,7
14.543085,121.107597,3,5.841255188,12
14.598389,121.078819,3,19.55021477,10
14.641968,121.112846,3,16.91910172,14
14.455044,120.96711,3,8.156889915,6
14.632389,121.047813,3,45.84997177,9
14.658501,121.035088,3,41.5723877,9
14.594216,121.020393,3,9.969342232,8
14.592887,121.018265,3,10.00543785,8
14.661267,121.044334,3,45.83709717,9
14.410065,121.051376,3,4.593252182,10
14.410059,121.051361,3,4.593252182,10
14.659181,121.034081,3,41.11724091,9
14.618484,121.083931,3,11.29314137,11
14.555869,121.073036,3,7.826174259,9
14.561248,121.094307,3,5.883482933,11
14.563187,121.004684,3,6.236525059,7
14.566043,121.003136,3,7.431435108,7
14.578709,120.99836,3,7.365716457,8
14.581027,120.999161,3,6.936134338,8
14.581149,121.000252,3,6.647537231,8
14.583578,121.002541,3,5.968069077,8
14.577514,121.028717,3,7.634351254,8
14.66901,121.110535,3,19.01361084,15
14.657676,121.035904,3,41.96430969,9
14.630303,121.000458,3,17.20436668,8
14.608069,121.101326,3,11.54842091,12
14.54187,121.019562,3,13.25890827,7
14.540988,121.018425,3,12.79767609,7
14.536688,121.020798,3,13.49860668,7
14.490198,121.027107,3,16.85187912,7
14.45785561,120.9837565,4,11.21678448,6
14.55823301,121.0421012,4,19.00971031,8
14.55917799,121.0407709,4,17.17121887,8
14.55593806,121.0416292,4,20.61024094,8
14.5579111,121.0422085,4,19.85037804,8
14.530083,121.01664,4,8.85619545,7
14.530374,121.021439,4,9.111893654,7
14.533531,121.013397,4,8.082560539,7
14.531059,121.018951,4,9.768743515,7
14.637403,121.103584,4,14.28956699,13
14.634486,121.098351,4,15.20520401,12
14.61361,121.051399,4,49.55124283,9
14.612883,121.052063,4,50.59967041,9
14.659658,121.107964,4,18.77829742,14
14.633459,121.070702,4,52.33348465,10
14.65069,121.029961,4,34.9414444,9
14.618302,121.035172,4,27.51130104,8
14.547198,121.06916,4,7.531444073,9
14.633308,121.082825,4,25.73048592,11
14.560106,121.044884,4,22.61126328,8
14.665284,121.031723,4,37.21630478,9
14.618863,121.097946,4,14.50588226,12
14.631528,121.064362,4,49.46543884,9
14.667022,121.103928,4,16.19915771,14
14.666078,121.104546,4,16.23520279,14
14.672897,121.051331,4,49.59843445,10
14.613329,121.116211,4,12.08116436,13
14.595581,121.029922,4,10.44314098,8
14.621084,121.014,4,10.27669716,8
14.624375,121.015541,4,11.00888348,8
14.618522,121.068626,4,47.92350769,10
14.618717,121.092491,4,14.43467999,12
14.635036,121.101906,4,14.34154415,13
14.526957,120.999748,4,8.248314857,6
14.616703,120.977318,4,7.150371552,8
14.625969,121.02401,4,23.92387199,8
14.570438,121.038261,4,9.429938316,8
14.568569,121.034081,4,7.178058147,8
14.640385,121.113068,4,16.92028046,14
14.591267,121.02005,4,9.651410103,8
14.594755,121.019104,4,10.30789948,8
14.600362,121.016747,4,13.04177952,8
14.590208,121.09938,4,10.50443459,12
14.594423,121.102013,4,10.05007362,12
14.638805,121.033798,4,34.31608582,8
14.634081,120.978569,4,8.572677612,8
14.565142,120.998184,4,9.774028778,7
14.577649,121.029068,4,7.634351254,8
14.667982,121.034637,4,39.84330368,10
14.668906,121.110481,4,19.01361084,15
14.53486,121.014397,4,8.122948647,7
14.478439,120.998512,4,8.905485153,6
14.624386,121.119545,4,15.46505642,14
14.620378,121.118965,4,13.39305782,14
14.631746,120.999718,4,17.18240166,8
14.636619,121.001183,4,17.80368614,8
14.66928,121.111153,4,19.1089344,15
14.683795,120.958717,4,4.812416554,9
14.69259,120.951347,4,4.208734512,9
14.68628,120.957222,4,4.934066296,9
14.628901,121.097656,4,14.11030769,12
14.629486,121.04184,4,37.87605286,9
14.629484,121.041824,4,37.87605286,9
14.62951,121.041824,4,37.87605286,9
14.629501,121.041801,4,37.87605286,9
14.669762,121.110023,4,19.27323532,15
14.691998,121.126732,4,20.5064106,19
14.471396,121.016853,4,16.38163567,7
14.471827,120.988525,4,8.102254868,6
14.647534,121.106583,4,15.90815449,13
14.473401,120.997192,4,9.837439537,6
14.471645,120.988525,4,8.102254868,6
14.631268,121.082771,4,20.20889854,11
14.602158,121.123383,4,14.3761692,14
14.638768,121.112946,4,15.64385414,14
14.711529,121.049553,4,42.60497284,12
14.573018,121.108444,4,6.488599777,13
14.622932,121.114227,4,13.2008152,14
14.635805,121.097336,4,15.5056181,12
14.63268,121.096939,4,14.46291733,12
14.67285,121.042641,4,45.0014267,10
14.53027,121.066589,4,5.974450111,9
14.481306,120.99659,4,7.461110592,6
14.740521,120.957413,4,6.594186306,11
14.594133,121.019424,4,10.13719749,8
14.652039,121.055046,4,54.80509567,9
14.550614,121.015701,4,9.201537132,7
14.607848,120.990982,4,8.247900009,8
14.633469,121.000336,4,17.34593773,8
14.556253,121.008827,4,8.715724945,7
14.612172,121.117683,4,12.63231087,14
14.603305,121.128807,4,21.00932121,15
14.525575,121.027077,4,16.74739075,7
14.611274,121.098068,4,12.416152,12
14.616433,121.104271,4,14.17721748,13
14.609945,121.11692,4,12.4491148,14
14.566845,121.098862,4,5.408929348,11
14.648048,121.094017,4,13.01085758,13
14.647996,121.093994,4,13.01085758,13
14.647996,121.093994,4,13.01085758,13
14.63190797,121.1072669,5,12.03345871,13
14.6319443,121.1066232,5,12.12994385,13
14.55523191,121.0412858,5,20.89860344,8
14.55553306,121.0413824,5,19.49484253,8
14.55652997,121.0419725,5,20.20855904,8
14.55687266,121.0419188,5,20.20855904,8
14.67932547,121.1222698,5,19.7118454,17
14.543708,121.001015,5,9.535283089,7
14.596681,121.039314,5,23.64037132,8
14.671283,121.05835,5,49.76227188,11
14.616895,121.10804,5,12.98836327,13
14.616916,121.107651,5,12.98836327,13
14.623617,121.112251,5,13.00178528,14
14.61859,121.09758,5,14.4274931,12
14.42005,121.05011,5,8.097060204,10
14.583931,121.105103,5,10.69709778,12
14.61743,121.108604,5,12.84120941,14
14.656129,121.093666,5,12.42984772,13
14.624822,121.111565,5,12.87277031,14
14.600237,121.115257,5,11.15548897,13
14.600445,121.115402,5,11.15548897,13
14.599791,121.121414,5,12.42877769,14
14.398312,121.036201,5,28.98892403,10
14.620275,121.1203,5,13.60139561,14
14.630796,121.002609,5,17.62105179,8
14.601727,121.108665,5,11.36573792,13
14.599801,121.121368,5,12.42877769,14
14.599864,121.115425,5,11.36539459,13
14.60466,121.108559,5,11.1123867,13
14.620773,121.121529,5,14.2806778,14
14.540967,121.018448,5,12.79767609,7
14.604131,121.108498,5,11.1123867,13
14.427459,121.047668,5,7.356115818,9
14.63514,121.121521,5,18.58375549,15
14.671875,121.045654,5,46.51029968,10
14.630033,121.081802,5,19.77731514,11
14.651064,121.095093,5,10.23482227,13
14.609976,121.106209,5,12.34927082,13
14.610765,121.106277,5,12.30425453,13
14.608875,121.107361,5,11.06090069,13
14.609862,121.104042,5,12.55914688,13
14.611139,121.104401,5,13.23199272,13
14.60846,121.106499,5,11.16278648,13
14.607858,121.105049,5,11.36173821,12
14.606176,121.106331,5,11.05264759,12
14.621873,121.111755,5,12.86207676,14
14.589504,121.016899,5,8.357739449,8
14.589987,121.018524,5,9.051987648,8
14.594509,121.024513,5,10.09431458,8
14.591376,121.018852,5,9.540175438,8
14.590177,121.017097,5,8.786536217,8
14.58925,121.019455,5,9.116845131,8
14.622745,121.064468,5,50.0928688,9
14.601047,121.01651,5,13.04177952,8
14.601037,121.016541,5,13.04177952,8
14.664184,121.0467,5,46.82641983,9
14.612717,121.100494,5,13.64764786,13
14.621022,121.014145,5,9.971819878,8
14.634621,121.022728,5,28.25367737,8
14.629223,121.012367,5,15.56914234,8
14.622683,121.06459,5,50.0928688,9
14.622776,121.064476,5,50.0928688,9
14.622808,121.064507,5,50.0928688,9
14.624905,121.111313,5,12.84852314,14
14.6257,121.111618,5,12.84852314,14
14.602464,121.039955,5,24.87619019,8
14.602392,121.040016,5,24.87619019,8
14.629913,121.00605,5,15.4329319,8
14.598898,121.118729,5,11.65563965,14
14.621666,121.100876,5,14.19235229,13
14.649439,121.101501,5,14.0190773,13
14.650648,121.102882,5,15.48737717,14
14.605506,121.102524,5,11.35504341,12
14.63268,121.106598,5,12.20252514,13
14.582805,121.109932,5,10.2899313,13
14.679794,121.08091,5,79.89939117,13
14.598535,121.110237,5,11.48142529,13
14.598701,121.110275,5,11.48142529,13
14.616423,121.110489,5,12.11212826,13
14.606423,121.100594,5,11.58815479,12
14.606425,121.100601,5,11.58815479,12
14.604816,121.01844,5,12.91897297,8
14.597372,120.998611,5,7.701166153,8
14.68865811,121.1194227,5,15.05290508,17
14.75389997,121.071674,5,91.83377838,16
