latitude,longitude,flood_height,elevation,precipitation
14.65293863,121.0154388,5,19.45046806,9
14.61010184,120.9912882,5,7.492304325,8
14.35178653,121.0831753,5,7.673732281,13
14.59223902,121.1052338,5,10.75636387,12
14.61940399,121.1092798,5,12.87137318,14
14.58274898,121.109992,5,10.2899313,13
14.77804596,120.9327513,5,6.340265751,11
14.55817575,121.0856751,5,6.393112183,11
14.78002418,120.9338916,5,6.862124443,11
14.71270841,120.9351347,5,2.328000784,10
14.70862759,120.937479,5,2.456408501,10
14.70814505,120.9383695,5,2.56843996,9
14.72060261,120.928617,5,2.848080635,10
14.73800879,120.9169494,5,2.440070391,10
14.63677639,121.019055,5,19.4434948,8
14.5983466,121.0269777,6,12.5956707,8
14.63492504,121.0210028,6,23.33923721,8
14.59895931,121.0252462,6,11.6390543,8
14.70943961,121.0506087,6,43.22685242,13
14.65488491,121.0670571,6,67.05369568,11
14.565641,121.011658,6,10.94744015,7
14.607827,121.018394,6,11.95184231,8
14.595316,121.028313,6,9.64952755,8
14.556637,121.041611,6,20.20855904,8
14.582836,121.036186,6,12.38491249,8
14.622844,121.098801,6,14.33969498,12
14.651624,121.030518,6,36.35072708,9
14.67449,121.101616,6,21.37407684,14
14.702003,121.017838,6,29.57224846,11
14.62968,121.082855,6,17.13690376,11
14.64222,121.068733,6,57.07924271,11
14.558662,121.04702,6,26.75071335,8
14.618113,121.097862,6,14.61956024,12
14.630593,121.063095,6,48.1622963,9
14.603664,121.038574,6,23.76216698,8
14.632462,121.047897,6,45.84997177,9
14.625434,121.011765,6,13.90944386,8
14.621198,121.022461,6,17.43413353,8
14.611834,121.022018,6,11.20468712,8
14.611925,121.022064,6,11.20468712,8
14.502351,121.021317,6,13.44190693,7
14.625268,121.011917,6,13.90944386,8
14.62397,121.096054,6,14.61678791,12
14.62881,121.057579,6,44.73551559,9
14.687832,121.10836,6,22.93479729,16
14.61988,121.111694,6,12.69048309,14
14.679311,121.106926,6,18.44824982,15
14.587194,121.09568,6,8.963248253,12
14.586906,121.096413,6,9.178136826,12
14.589824,121.095337,6,10.35624695,12
14.632441,121.001678,6,17.53461838,8
14.619615,121.118477,6,12.98707104,14
14.65151,121.012573,6,18.15015984,9
14.631465,121.002289,6,17.77651024,8
14.633619,121.087936,6,12.28647995,12
14.630884,121.08062,6,27.09280014,11
14.611152,121.111336,6,9.681079865,13
14.670131,121.109665,6,19.27323532,15
14.471676,121.016365,6,15.57411575,7
14.484786,120.993698,6,4.815274239,6
14.472632,121.022652,6,18.26162148,7
14.487871,121.035736,6,23.17574883,8
14.551227,121.015991,6,9.220272064,7
14.682741,121.03363,6,43.41870499,10
14.648074,121.099808,6,13.81785488,13
14.659772,121.106422,6,18.08434105,14
14.663083,121.106361,6,17.22213173,14
14.658184,121.105904,6,16.91053772,14
14.662513,121.107605,6,18.06686401,14
14.665883,121.033203,6,39.12088776,9
14.711342,121.05024,6,42.45632172,13
14.711135,121.047447,6,42.63944626,12
14.627687,121.109879,6,12.37194538,14
14.529693,121.023361,6,12.70777893,7
14.612343,121.101891,6,13.34835339,13
14.62465,121.10302,6,13.3708601,13
14.624541,121.103027,6,13.3708601,13
14.62723,121.106201,6,12.18655586,13
14.65533,121.017212,6,21.38094902,9
14.624619,121.102966,6,13.3708601,13
14.60322,121.020233,6,12.2189579,8
14.635016,120.994987,6,16.73276711,8
14.671511,120.978592,6,12.88090611,9
14.589003,121.016739,6,8.016580582,8
14.590067,121.017517,6,8.786536217,8
14.588977,121.017448,6,8.357739449,8
14.589037,121.0186,6,8.732794762,8
14.588001,121.016075,6,7.566919804,8
14.588848,121.017494,6,8.357739449,8
14.588785,121.018547,6,8.732794762,8
14.569488,121.112183,6,5.554299831,13
14.600694,121.114975,6,11.15548897,13
14.62478,121.012299,6,12.88821793,8
14.495714,121.006538,6,9.170670509,6
14.591256,121.10508,6,11.091609,12
14.495683,121.006531,6,9.170670509,6
14.615265,121.016685,6,11.25654411,8
14.63316,121.003044,6,17.30123329,8
14.612483,121.101868,6,13.34835339,13
14.639697,121.012222,6,16.6934185,8
14.638856,121.007317,6,15.01391792,8
14.638659,121.006683,6,15.95115566,8
14.620991,121.100708,6,14.30579948,13
14.64986,121.095985,6,11.31216908,13
14.68436,121.116302,6,16.99907112,16
14.68435,121.116272,6,16.99907112,16
14.652045,121.070961,6,71.93280029,11
14.65164022,121.0712843,6,72.10606384,11
14.64370855,121.0663438,6,58.29022598,10
14.634346,121.085678,6,16.77114868,12
14.683106,121.113045,6,17.46842003,16
14.502351,121.021317,6,13.44190693,7
14.526178,121.012428,6,9.926454544,7
14.71134112,121.0522538,6,44.42053604,13
14.7079375,121.0532104,6,46.0112648,12
14.64106993,121.0349901,7,37.93583298,8
14.71132425,121.0522591,7,44.42053604,13
14.68667083,121.1137886,7,17.57505608,16
14.58558877,121.1002181,7,9.42727375,12
14.617472,121.006508,7,15.51520824,8
14.587571,121.061783,7,48.55954361,9
14.64113,121.035049,7,37.93583298,8
14.640953,121.033073,7,34.91321564,8
14.664028,121.102348,7,14.46951962,14
14.621136,121.014069,7,10.27669716,8
14.653835,121.004387,7,20.15904617,9
14.59725907,121.0393675,7,23.83221436,8
14.604453,121.017731,7,12.91897297,8
14.583298,121.099289,7,8.169425964,11
14.632939,120.998138,7,16.63764763,8
14.631507,121.004128,7,17.09128761,8
14.644586,121.002563,7,16.40528107,8
14.681911,121.032234,7,41.92711639,10
14.668818,121.128578,7,34.52879715,17
14.71211,121.047409,7,42.72399521,12
14.671423,121.045021,7,45.20899582,10
14.633728,121.004051,7,17.19045639,8
14.629026,121.090195,7,9.960495949,12
14.632877,121.089851,7,10.59545422,12
14.626742,121.090485,7,9.61300087,12
14.655278,121.018517,7,22.82368088,9
14.630734,121.007767,7,13.3545351,8
14.629737,121.005554,7,15.4329319,8
14.632924,121.002029,7,17.43977165,8
14.631164,121.091583,7,10.73239899,12
14.64467,121.011902,7,17.99255753,8
14.640092,121.01313,7,17.32759857,8
14.64133982,121.0348614,7,37.93583298,8
14.619678,121.017693,7,10.58500099,8
14.70921131,121.0502868,7,43.22685242,13
14.70804127,121.0526418,7,45.00055313,12
14.7164284,121.0440741,7,42.03878021,12
14.58875573,121.096357,7,9.943797112,12
14.58997298,121.094108,7,10.30975819,12
14.60295377,121.0177991,7,12.69426155,8
14.74150283,120.9566139,7,6.507717133,11
14.67939293,121.1102106,7,17.44584465,16
14.75217129,120.9523418,7,6.696405411,11
14.58884918,120.9810381,7,9.393705368,8
14.59268044,121.0590716,7,41.89830017,9
14.55231904,121.056156,7,33.20820236,8
14.71130925,121.0522582,8,44.42053604,13
14.65530539,121.0991357,8,10.88764286,13
14.626109,121.083412,8,7.56526804,12
14.626555,121.081902,8,7.893521786,11
14.618894,121.014801,8,10.3237648,8
14.618883,121.014824,8,10.3237648,8
14.65027,121.092888,8,11.60611248,13
14.626682,121.089935,8,9.235443115,12
14.58348,121.098778,8,8.169425964,12
14.641275,121.072372,8,57.44963455,10
14.581631,120.995041,8,7.397015095,8
14.650223,121.013206,8,19.0534687,9
14.629202,121.088768,8,9.549278259,12
14.633132,121.088844,8,11.0495348,12
14.710139,121.048477,8,42.62921524,12
14.710616,121.050064,8,42.27750778,13
14.626649,121.082253,8,7.893521786,11
14.635597,121.008163,8,14.84647942,8
14.618904,121.014641,8,10.3237648,8
14.639334,121.007561,8,14.58782768,8
14.66463,121.102509,8,14.9477272,14
14.635597,121.008247,8,13.94814873,8
14.636261,121.00975,8,13.44750309,8
14.630479,121.010735,8,13.52340889,8
14.629348,121.008484,8,13.48087883,8
14.632122,121.007233,8,14.18692207,8
14.67352,121.105232,8,17.96480751,14
14.59368486,121.0267772,8,9.864533424,8
14.656171,121.104012,8,15.58015823,14
14.665305,121.102295,8,14.85592175,14
14.653243,121.102036,8,14.38801861,14
14.66298,121.101425,8,13.6278801,14
14.639812,121.102638,8,14.46305656,13
14.70955786,121.0471614,8,43.67641068,12
14.7095371,121.0473009,8,43.3300705,12
14.62435872,121.0827774,8,7.549823761,11
14.62691249,121.0828632,8,8.830662727,11
14.62862254,121.0879134,8,9.098829269,12
14.62533507,121.0813548,8,9.133378029,11
14.64586982,121.0582066,8,60.24240494,9
14.65483815,121.0720441,8,73.89239502,11
14.54444719,120.9889493,8,5.581744194,7
14.66321967,120.993788,8,25.16797256,9
14.6341139,121.0465953,8,48.39989853,9
14.62610513,121.0219203,8,20.29195595,8
14.62552708,121.0178407,8,12.40543652,8
14.62566912,121.0208501,8,17.63060761,8
14.70942814,121.047714,8,43.3300705,12
14.62604095,121.0190584,8,14.58602428,8
14.60503555,120.9854208,8,11.08150578,8
14.5887765,120.9810649,8,9.393705368,8
14.62537196,121.1244772,8,23.29200935,15
14.58647797,121.1148562,8,11.57409382,13
14.56543575,121.1320759,8,12.00650501,14
14.63378496,120.9784651,8,8.572677612,8
14.56316553,121.121095,8,5.772884846,13
14.54921401,121.0280143,8,22.34260178,7
14.65701285,121.0544233,8,53.46640396,9
14.64664833,120.9774641,0,13.41032124,8
14.65245154,121.0711321,0,72.10606384,11
14.64705891,121.0633365,0,62.79132843,10
14.63332236,121.0702363,0,52.53224182,10
14.7871457,121.0678921,0,74.24972534,19
14.66891789,121.1285958,0,34.52879715,17
14.64243283,121.0945461,0,14.89086914,13
14.64326955,121.0691473,0,58.65694809,11
14.64325917,121.0691366,0,58.65694809,11
14.64675732,121.0678492,0,62.94800568,11
14.65359257,121.0629944,0,62.86362839,10
14.6524417,121.0689194,0,71.25192261,11
14.65196681,121.0685948,0,71.25192261,11
14.65196422,121.0685868,0,71.25192261,11
14.65219777,121.068635,0,71.25192261,11
14.52317247,121.0164366,0,13.18045425,6
14.56631963,121.0249588,0,9.973278999,7
14.52881038,121.0167678,0,8.945150375,7
14.62818846,121.0773701,0,30.427145,11
14.6018221,121.1076531,0,11.44871426,12
14.70572983,121.0210783,0,31.77058792,11
14.6163296,121.1113251,0,11.98976326,13
14.73141728,121.0524426,0,65.03126526,14
14.64305157,120.9894321,0,21.09352112,8
14.55829912,121.0450916,0,24.07060623,8
14.6870982,121.0479928,0,56.10432434,11
14.66243469,121.0164964,0,21.91296005,9
14.61665559,121.1092245,0,12.34275627,13
14.66099328,121.0665295,0,69.86636353,11
14.65897965,121.0695229,0,72.51237488,11
14.68091584,121.0887489,0,76.35669708,14
14.50541168,121.0278842,0,16.20545387,7
14.57645147,121.0273545,0,6.760146141,8
14.36687033,121.0387096,0,30.00828171,11
14.63670485,121.0520746,0,50.62649918,9
14.6536767,121.0213324,0,27.52765656,9
14.58058062,121.0320441,0,9.765218735,8
14.59012093,121.0918818,0,10.62339592,12
14.66700502,121.0736255,0,71.04712677,12
14.67367919,120.9817158,0,14.06965637,9
14.64971225,121.1164345,0,27.64129829,14
14.55717885,121.0840175,0,6.53900528,11
14.54496125,121.1158661,0,5.951792717,13
14.52026732,121.0749712,0,5.687270641,9
14.51937411,121.0729005,0,6.218855381,9
14.64700126,121.0338387,0,36.92848206,9
14.62797617,121.0821239,0,12.46658134,11
14.62800213,121.08214,0,12.46658134,11
14.62729621,121.0810993,0,11.18562984,11
14.6462435,121.0580725,0,60.24240494,9
14.57662799,121.059588,0,43.9188652,9
14.57818551,121.0612617,0,42.41624069,9
14.59202228,121.1064032,0,10.85653877,12
14.64085611,121.1016879,0,14.59558487,13
14.55582368,121.0861847,0,6.56633234,11
14.69973452,121.1060426,0,38.57157516,16
14.70059586,121.106284,0,33.96656418,16
14.70063737,121.1057476,0,37.78498077,16
14.56336268,121.0654137,0,16.55270767,9
14.664063,121.0688362,0,68.48417664,11
14.57420603,121.0010353,0,7.007454395,7
14.61340326,120.9942815,0,7.53836298,8
14.42858768,121.0101817,0,35.55623627,8
14.42872535,121.0101495,0,35.32164383,8
14.49015137,120.9858534,0,7.319550991,6
14.53578852,121.0605348,0,6.428440571,9
14.53582747,121.0605133,0,6.428440571,9
14.53721911,121.0598884,0,6.584527493,9
14.6576251,120.9734032,0,14.03080082,9
14.58231807,120.9844861,0,10.0827713,8
14.57782852,121.032579,0,5.643910408,8
14.59991824,120.999249,0,7.400753021,8
14.60009993,120.9989969,0,7.400753021,8
14.57829454,121.0346863,0,9.66927433,8
14.57813879,121.0326586,0,5.643910408,8
14.57783631,121.033153,0,6.829003811,8
14.57792457,121.0336089,0,6.829003811,8
14.37034167,121.0542343,0,9.440653801,11
14.60051912,120.9966741,0,7.576384068,8
14.657755,120.9485029,0,6.063254356,9
14.69149523,121.123108,0,17.1396637,17
14.63501272,121.0067593,0,15.32969093,8
14.70836282,120.9384916,0,2.56843996,10
14.70822792,120.9382234,0,2.56843996,9
14.7080982,120.9379659,0,2.56843996,9
14.61926146,120.9654923,0,6.741461754,8
14.61699829,120.975041,0,7.337886333,8
14.53430285,120.9982596,0,7.593818665,7
14.53429506,120.9982649,0,7.593818665,7
14.75409159,120.9463342,0,5.655780792,11
14.70891599,120.9436068,0,3.204022646,10
14.56513322,121.0035934,0,6.823701859,7
14.45942061,120.9596904,0,6.310177326,6
14.45927387,120.9595965,0,6.4934659,6
14.56089139,121.0134338,0,22.42311859,7
14.58104628,121.0331373,0,10.93452549,8
14.55686701,121.0056237,0,7.753054619,7
14.5627268,120.9951814,0,9.298469543,7
14.56272161,120.9953074,0,9.298469543,7
14.73533959,120.9492002,0,5.212557316,10
14.73513985,120.9494014,0,5.235510349,10
14.70823066,120.9437285,0,3.109065771,10
14.71087685,120.9440289,0,3.35215807,10
14.71123745,120.9416203,0,3.231952667,10
14.43296249,120.9851779,0,17.18009758,7
14.46478906,120.9842004,0,9.64993763,6
14.56681532,121.133025,0,14.08645916,14
14.67749104,120.9621929,0,4.976372242,9
14.67623521,120.9628902,0,5.717490196,9
14.67671263,120.9629439,0,5.533730507,9
14.65398715,120.9889908,0,24.53862762,9
14.6863504,121.0897453,0,89.5149231,14
14.56686205,121.1329231,0,14.08645916,14
14.56655592,121.1344121,0,14.87422466,15
14.72120554,121.1362759,0,19.22249222,21
14.63252409,121.1226183,0,20.36778069,15
14.63300818,121.0168341,0,15.48147774,8
14.71535897,120.9523292,0,4.638145447,10
14.71536935,120.9523399,0,4.638145447,10
14.72185927,121.1307708,0,16.04169655,20
14.64499803,120.9570323,0,5.576674938,9
14.63449554,121.0091986,0,12.5449791,8
14.63785157,120.9738413,0,7.251893997,8
14.7185091,121.1356728,0,18.17665291,21
14.69196007,120.9966771,0,20.37641144,10
14.65295922,121.096949,0,10.24278831,13
14.65176293,121.0977403,0,11.18431568,13
14.548539,121.0891794,0,6.667830467,11
14.61066001,120.9872903,0,8.624105453,8
14.68471453,121.0257286,0,35.59765625,10
14.57464229,121.0092495,0,8.035377502,7
14.57530424,121.0098799,0,8.035377502,8
14.57574554,121.0094051,0,7.891311169,8
14.7519308,120.9542645,0,7.123745918,11
14.75236137,120.952226,0,6.696405411,11
14.35745319,121.0572052,0,11.54575443,12
14.62353318,121.1178549,0,14.43037128,14
14.57479804,120.9834628,0,11.95474815,8
14.62154625,121.1104721,0,12.86056519,14
14.61172899,121.023315,0,11.49184036,8
14.40675203,120.9438237,0,20.75989914,7
14.42190457,120.946237,0,15.28436947,6
14.45863466,120.9591467,0,6.246780396,6
14.66451206,121.0389362,0,41.63942719,9
14.66473002,121.0402988,0,41.97595978,9
14.59210079,121.0839157,0,10.50982189,11
14.52805462,121.0227297,0,10.81763935,7
14.59237334,121.0840205,0,10.50982189,11
14.59180488,121.0842644,0,10.50982189,11
14.59466354,121.1155723,0,11.19016552,13
14.44946124,120.9439163,0,6.441751003,6
14.60159499,121.1200771,1,12.31499767,14
14.60146002,121.1193315,1,11.87614822,14
14.60084746,121.1164186,1,11.18343353,13
14.60078517,121.117234,1,11.3166399,14
14.59943805,121.114466,1,11.4847784,13
14.59826484,121.1138651,1,11.84970284,13
14.60143925,121.1178563,1,11.50854111,14
14.6013562,121.1160431,1,11.02888584,13
14.64548575,121.0835615,1,34.19744492,12
14.58245435,120.9848321,1,10.0827713,8
14.53430285,120.9983427,1,7.593818665,7
14.71080421,120.9440933,1,3.35215807,10
14.59866341,121.0253803,1,12.08530331,8
14.70754576,120.9460567,1,3.192002296,10
14.5790056,121.1149588,1,9.243414879,13
14.62132455,120.9923838,1,8.299221039,8
14.62073281,120.9929632,1,8.518931389,8
14.55944943,121.0031964,1,6.909056664,7
14.60017146,121.1156581,1,11.15548897,13
14.71021271,120.9431438,1,3.227699995,10
14.71101175,120.943573,1,3.35215807,10
14.71107401,120.9431116,1,3.29370904,10
14.71071124,120.9437409,1,3.35215807,10
14.71005229,120.9427431,1,3.227699995,10
14.44534697,120.9528695,1,8.766666412,6
14.67521809,120.9632765,1,5.95924902,9
14.68611429,121.0899438,1,89.5149231,14
14.66305765,121.0743763,1,73.97621918,11
14.5008613,120.9932555,1,6.352463245,6
14.71165513,120.9413092,1,3.178210974,10
14.53667887,121.0190075,1,11.99742699,7
14.59924223,121.0251282,1,12.18644047,8
14.56606787,121.0116206,1,10.09143066,7
14.56237114,121.0100971,1,11.7875843,7
14.56350301,121.0078011,1,7.753616333,7
14.61882522,121.0148554,1,10.3237648,8
14.59962768,120.9772669,1,13.34814167,8
14.583572,120.9842889,1,9.886427879,8
14.43171314,121.0121263,1,35.92549133,8
14.58293907,121.1260032,1,15.58375931,14
14.57480324,120.9834628,1,11.95474815,8
14.62439742,121.1123215,1,13.02971935,14
14.52983515,120.9970938,1,7.944549561,6
14.61157102,121.1156367,1,11.46667671,13
